web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
1586607587-8284,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,SANDEEP KUMAR SAH,Phone is good very smooth fisrt time I purchased costly this phone,Reviewed in India on 4 March 2020,"Phone is good very smooth fisrt time I purchased costly this phone
Because very was telling me OnePlus is good very powerful phone so I purchased ...",4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&filterByStar=four_star&pageNumber=55&reviewerType=all_reviews
1586607703-8712,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,manoj kumar,Camera may improve,Reviewed in India on 9 December 2019,Software is buggy. Camera colour sensibility is not much good,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_98?ie=UTF8&filterByStar=four_star&pageNumber=98&reviewerType=all_reviews
1586608781-11057,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Shreyansh,Best all rounder,Reviewed in India on 5 October 2019,The best phone in its segment . Its an allrounder and a competitor for one plus 7pro . It looks gorgeous and have a very good grip. Everything feels just said smooth as never before .,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_130?ie=UTF8&filterByStar=five_star&pageNumber=130&reviewerType=all_reviews
1586595734-1494,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,True reviewer✓,An honest review which I felt.,Reviewed in India on 28 February 2020,"I bought it few days ago and I am so impressed with it's performance.
I am telling you all the things that I came across.
Firstly I bought it at the price of 39999 rs.
But I exchanged my old phone for which I got 4950 rs exchange .
Thanks to OnePlus's 3000 extra cash back offer.
I paid through sbi credit card and I received 2500 cash back instead of 2000.im surprised when I saw it.
Firstly im talking about display.
Display is so smooth and fluidy. 90 Hz refresh rate works amazing.I mostly life qhd instead fhz.
Battery life is very good after update.
Warp charger works very well.charges very quicky.
Camera performance also great.
Little bit improvement needed in front cam.
Sliding mechanism also runs smoothly. detect fall very quickly.
No lag issue found while playing heavy games.
Little bit heating issue.but no worry about it.
Curve glass looks premium.no disadvantages found.
Oxygen os gives u such amazing experience that other os doesn't .
So finally.
My honest review.which I felt.
{Display}  --  4.8/5
{Camera}  --  4.5/5
{Battery}.  --  4.5/5
{Performance}  --  4.8/5
{Looks}.  --  4.6/5
{OS}.  --  4.9/5
{Pubg}  --  4.8/5
{Fin.scn}  --  4.8/5",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews
1586614092-18655,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Vishnu,Battery drains very fast,Reviewed in India on 20 November 2019,The Batter drains very fast however that is covered by super fast charging.,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_80?ie=UTF8&filterByStar=four_star&pageNumber=80&reviewerType=all_reviews
1586609095-12254,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Vashist Venkatesh,Best Android 2019,Reviewed in India on 16 December 2019,Far better than the one plus 7. The camera and the display are world's apart from that of the one plus 7.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_249?ie=UTF8&filterByStar=five_star&pageNumber=249&reviewerType=all_reviews
1586625356-31731,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=?ie=UTF8&reviewerType=all_reviews&filterByStar=two_star,Daniel Joseph,Not value for money. If battery drains off what else we can do.,Reviewed in India on 14 October 2019,Really this battery is not long last even a single day . Not even 24 hours.,2.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=two_star&pageNumber=11&reviewerType=all_reviews
1586596494-4244,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,kota,One Plus 7 Pro,Reviewed in India on 2 July 2019,Excellent Flagship killer from OnePlus 7 pro. Value for money,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_314?ie=UTF8&pageNumber=314&reviewerType=all_reviews
1586616141-24117,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,samarpita,Must buy,Reviewed in India on 6 March 2020,Best in class phone!!!,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_439?ie=UTF8&filterByStar=five_star&pageNumber=439&reviewerType=all_reviews
1586609037-12027,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,VICKY VADHER,Very. Good product..,Reviewed in India on 12 December 2019,When I got mobile in my hand I became very happy .overall design and specifications are very stroner than apple ...,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_227?ie=UTF8&filterByStar=five_star&pageNumber=227&reviewerType=all_reviews
1586608912-11562,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Anupam Bhardwaj,Awesome,Reviewed in India on 29 February 2020,Most of the things are good about phone just battery could be better,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_180?ie=UTF8&filterByStar=five_star&pageNumber=180&reviewerType=all_reviews
1586624367-31549,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=?ie=UTF8&reviewerType=all_reviews&filterByStar=one_star,Rekha Chauhan,Jbl,Reviewed in India on 19 October 2019,Jbl,1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=cm_cr_arp_d_paging_btm_83?ie=UTF8&filterByStar=one_star&pageNumber=83&reviewerType=all_reviews
1586609678-14346,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Amazon Customer,Nice one,Reviewed in India on 5 October 2019,Battery going is so fast. but a nice smart phone.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_459?ie=UTF8&filterByStar=five_star&pageNumber=459&reviewerType=all_reviews
1586623396-28692,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Jaisimar,👍,Reviewed in India on 18 July 2019,👌,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_233?ie=UTF8&pageNumber=233&reviewerType=all_reviews
1586596049-2518,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Biswajit Ghosh,Best in the industry - superb,Reviewed in India on 12 August 2019,Hey guys just got it before 4 days ago. I cant say anything because it does prove that GO BEYOND SPEED. Everything is perfect. Really looks like a premium mobile. Thank you oneplus. Satisfied. Just go for it without any thinking if you are thinking between SAMSUNG S10+ and this one.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_141?ie=UTF8&pageNumber=141&reviewerType=all_reviews
1586623866-29467,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Varsha khare,The best phone in the market in its price range,Reviewed in India on 10 September 2019,Amazing phone,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_311?ie=UTF8&pageNumber=311&reviewerType=all_reviews
1586609241-12832,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,RajaRao,Best phone I choosed,Reviewed in India on 18 March 2020,"Simply awesome experience with Triple Camera....

Totally awesome",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_307?ie=UTF8&filterByStar=five_star&pageNumber=307&reviewerType=all_reviews
1586608439-9888,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Yash Grover,Better than ASUS ROG PHONE 2,Reviewed in India on 4 October 2019,"I was about to purchase 1+7 then i got to know that oneplus will soon be launching the 7t variant.
Now i got evrythng i wanted in this phone. Cleaely saying theres not much difference bw 90hz nd 120hz. Only if youre a hardcore gamer go for asus rog 2 otherwise in every aspect 1+7t beats asus. Ive compared both the phones.
See like the camera, antutu benchmark score, future updates of the oxygen os. Everything is better in this.
I fully recommend to purchase this",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews
1586610897-15457,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews,LOKESH JASWAL,Amazon fruad platform - difference in price,Reviewed in India on 15 December 2019,"Fruad platform Amazon for purchasing, Alot of difference in price on the name of 6th Anniversary. I have been cheated by Amazon, Worst experience.",1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=one_star&pageNumber=16&reviewerType=all_reviews
1586596098-2713,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kishor Das,No type C to 3.5mm jack converter.,Reviewed in India on 30 May 2019,The only drawback about the phone is that they haven't provided a type C to 3.5mm converter which is even out of stock in OnePlus official website.,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_161?ie=UTF8&pageNumber=161&reviewerType=all_reviews
1586596438-4117,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,pradeep,good,Reviewed in India on 16 July 2019,front camera is moving up every time i.e front photo is not necessary.,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_301?ie=UTF8&pageNumber=301&reviewerType=all_reviews
1586610523-15139,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=three_star&reviewerType=all_reviews,azad mehato,I expect muchhh Better than this at this price,Reviewed in India on 30 November 2019,Camera quality not Soo muchhh good as I expected,3.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&filterByStar=three_star&pageNumber=38&reviewerType=all_reviews
1586624374-31584,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=?ie=UTF8&reviewerType=all_reviews&filterByStar=one_star,Nidhi,Defective Piece! Not happy,Reviewed in India on 17 November 2019,I bought my One plus 7 on 21st July. It had a few glitches which I ignored when o started using it. But now it's started heating up too much while using too. Not happy with the product,1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=cm_cr_arp_d_paging_btm_86?ie=UTF8&filterByStar=one_star&pageNumber=86&reviewerType=all_reviews
1586596180-3014,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Alexraj,One plus 7 pro,Reviewed in India on 12 November 2019,It is an massive device with good features😊Stunning display 😍in this price segment bt the battery was not that much great😒Bt if u r planning to buy a smart phone around 45k💵 this is the best device🥰Best cameras📸,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_191?ie=UTF8&pageNumber=191&reviewerType=all_reviews
1586611368-16029,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=two_star&reviewerType=all_reviews,Vijay,Doesn't meet my simple expectation (call quality issues),Reviewed in India on 1 March 2020,"The phone is premium but it doesn't meet the requirement of being a phone. The calls through wifi-calling drops evry time after 15 seconds. The normal calls goes silent for 3 to 5 seconds evry time. There is nothing much excites me apart from build quality. Disappointed for spending 34k. I was always relying on motorola phones for their somplicity and stack android experience. However, lately motorola is producing junk whihc forced me to goto OnePlus 7t. Not sure what to do with this phone.",2.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=two_star&pageNumber=5&reviewerType=all_reviews
1586622779-27692,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Jeevan Jain,Billing address is different,Reviewed in India on 1 August 2019,Billing address is not proper as I mentioned while ordering that billing address should be different,3.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_133?ie=UTF8&pageNumber=133&reviewerType=all_reviews
1586610927-15593,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews,Lovely,Provide bill for phone,Reviewed in India on 3 December 2019,"I haven't received bill for the fon...I have observe now...I am facing problem in phone
I want to r place it or change...but I haven't bill for phone.,kindly do the needful",1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&filterByStar=one_star&pageNumber=29&reviewerType=all_reviews
1586608959-11754,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Piyush Dholakiya,V.Good,Reviewed in India on 18 December 2019,"90 Hz Display Is Awesome....
Best Camera.....& Dolby Sound...
Warp Charging...
Amazing Experience Of Watching Movie in Mobile",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_199?ie=UTF8&filterByStar=five_star&pageNumber=199&reviewerType=all_reviews
1586622740-27549,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Sumit Anand,Awesome,Reviewed in India on 3 October 2019,"Simply amazing. I'm loving it. Go for it guys, it is such an amazing product.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_119?ie=UTF8&pageNumber=119&reviewerType=all_reviews
1586609638-14227,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Susheel,Awesome!!!,Reviewed in India on 6 March 2020,Really a nice phone worth buying it,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_447?ie=UTF8&filterByStar=five_star&pageNumber=447&reviewerType=all_reviews
1586609214-12711,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Sachin,Xcellent phone,Reviewed in India on 8 October 2019,"Xceelent phone  with good camera, good sound quality and many more ...",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_295?ie=UTF8&filterByStar=five_star&pageNumber=295&reviewerType=all_reviews
1586614181-18911,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Rajesh bhardwaj,Osm product,Reviewed in India on 1 February 2020,Osm product..No words to say about this phone 🔥🔥🔥,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_105?ie=UTF8&filterByStar=four_star&pageNumber=105&reviewerType=all_reviews
