web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
1586607603-8316,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Nijo James,Great phone,Reviewed in India on 12 November 2019,"Main issue: Heating, phone overheats during gaming and online streaming
Other than that, everything's great. Has best performance you get for this price.",4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_58?ie=UTF8&filterByStar=four_star&pageNumber=58&reviewerType=all_reviews
1586623919-29673,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Sanu,Wonderful,Reviewed in India on 8 November 2019,Just wow,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_331?ie=UTF8&pageNumber=331&reviewerType=all_reviews
1586596725-5095,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Afiya Momin,Excellent,Reviewed in India on 10 July 2019,Good experience while using it,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_399?ie=UTF8&pageNumber=399&reviewerType=all_reviews
1586596356-3758,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sugunakumar Chalamalasetty,One of the best mobile in OnePlus series,Reviewed in India on 13 August 2019,OnePlus mobiles always superb battery backup was good camera awesome performance good everything is good but price is high little bit,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_265?ie=UTF8&pageNumber=265&reviewerType=all_reviews
1586614246-19168,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Mohammed,One plus user,Reviewed in India on 22 June 2019,Battery life is not upto the mark,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_131?ie=UTF8&filterByStar=four_star&pageNumber=131&reviewerType=all_reviews
1586596403-3953,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,manjunath c reddy,Awesome phone,Reviewed in India on 17 July 2019,Camera is awesome but I am not happy with you fingerprint reader it's not so good battery life is ok,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_285?ie=UTF8&pageNumber=285&reviewerType=all_reviews
1586610974-15774,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews,Amit Kumar Tiwari,Amazon is fake app,Reviewed in India on 7 November 2019,"Heating issues
And still no update About my return request?",1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&filterByStar=one_star&pageNumber=47&reviewerType=all_reviews
1586609173-12547,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Jagadeesh H Arkachari,Awesome product by OnePlus,Reviewed in India on 12 December 2019,"Superb product,battery life depends on usage,the more u browse ..less tha battery..",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_279?ie=UTF8&filterByStar=five_star&pageNumber=279&reviewerType=all_reviews
1586596559-4482,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,rajendra k.,Phone of the year OnePlus 7 Pro,Reviewed in India on 9 January 2020,It is best phone in flagship range in terms of performance build look n feel i always recommend OnePlus to everyone just mind blowing,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_338?ie=UTF8&pageNumber=338&reviewerType=all_reviews
1586607730-8808,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Ganesh Wagh,Battery Not Good,Reviewed in India on 28 November 2019,Mobile is very good but Battery Backup Not Good for this😔😔,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_107?ie=UTF8&filterByStar=four_star&pageNumber=107&reviewerType=all_reviews
1586622549-26852,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Shivam sintury,Its worth the money,Reviewed in India on 8 November 2019,Build quality is awesome. Some features of camera is not up to the mark but its satisfying. Charging and battery is undoubt great. Screen quality is average but the os is again very nice plus the speakers are good too.,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_49?ie=UTF8&pageNumber=49&reviewerType=all_reviews
1586614216-19058,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Ganesh Bharat Kabade,Good product,Reviewed in India on 3 January 2020,Battery life is not too good,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_120?ie=UTF8&filterByStar=four_star&pageNumber=120&reviewerType=all_reviews
1586609216-12723,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Pallavi R.,Happy with experience,Reviewed in India on 4 October 2019,The touch is extremely smooth.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_296?ie=UTF8&filterByStar=five_star&pageNumber=296&reviewerType=all_reviews
1586608641-10502,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,prashant bhure,just go for it .it will never disappoint you,Reviewed in India on 19 October 2019,i am a iphone user for past 4 years and i am littel bit confuse to switch to android phone  this phone never disappoint me the phone charges so fast and the camera is verg good display is aloso very nice oxygen os is the best os in android just go for it this phone never disappiont you,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&filterByStar=five_star&pageNumber=74&reviewerType=all_reviews
1586609805-14692,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Prasad Prakash Mhatre,BEAST,Reviewed in India on 10 March 2020,"Excellent, Awesome.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_493?ie=UTF8&filterByStar=five_star&pageNumber=493&reviewerType=all_reviews
1586610963-15742,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews,avaneesh,Worst mobile and Amazon service,Reviewed in India on 31 January 2020,Worst product and I retired the product,1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&filterByStar=one_star&pageNumber=44&reviewerType=all_reviews
1586607922-9521,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Shahin Paravin Ashfaque khan,Ok,Reviewed in India on 4 March 2020,Ok,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_178?ie=UTF8&filterByStar=four_star&pageNumber=178&reviewerType=all_reviews
1586607863-9282,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Anand,No issues,Reviewed in India on 18 October 2019,"So far, no issues",4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_155?ie=UTF8&filterByStar=four_star&pageNumber=155&reviewerType=all_reviews
1586609379-13332,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Shubham Dewangan,Good phone,Reviewed in India on 25 December 2019,Good phone must buy,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_357?ie=UTF8&filterByStar=five_star&pageNumber=357&reviewerType=all_reviews
1586608572-10249,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Amazon Customer,7T > 7pro,Reviewed in India on 2 December 2019,"I was a oneplus 3 user. Used it for 3.5 years, I had decided to stick to oneplus! Was confused between 7 & 7T , but trust me 7T is worth the extra penny. It's a beast of a phone and don't waste ur money on 7 pro or 7t pro, they are just a marketing gimmic. 7T is an overall package.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_49?ie=UTF8&filterByStar=five_star&pageNumber=49&reviewerType=all_reviews
1586615776-22858,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Mohamed Faizul Thowfiq,Awesome🥰,Reviewed in India on 17 July 2019,Phone is really nice with all high performance. Stunning look and really worth to buy,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_313?ie=UTF8&filterByStar=five_star&pageNumber=313&reviewerType=all_reviews
1586623917-29664,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Meghrajsinh,Perfect one,Reviewed in India on 9 September 2019,Great in quality,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_330?ie=UTF8&pageNumber=330&reviewerType=all_reviews
1586605682-7571,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical,Amazon Customer,Product not good.,Reviewed in India on 1 December 2019,The screen has bubble in it and it gets hanged every now and then. I would want someone to review it and then get it exchanged please.,1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_146?ie=UTF8&filterByStar=critical&pageNumber=146&reviewerType=all_reviews
1586624224-30786,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=?ie=UTF8&reviewerType=all_reviews&filterByStar=one_star,Neel Thakkar,Snapdragon 855 but charge twice a day?😠😠,Reviewed in India on 14 September 2019,Eye strain because of poor display and poor battery life,1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&filterByStar=one_star&pageNumber=44&reviewerType=all_reviews
1586607945-9614,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Yogi Popli,The battery backup is not good,Reviewed in India on 28 November 2019,The 🔋 life is no more  good,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_188?ie=UTF8&filterByStar=four_star&pageNumber=188&reviewerType=all_reviews
1586622914-28047,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Alpana Jha,Faster,Reviewed in India on 3 September 2019,It's fast and capable of lasting the day. The dash charge is insane.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_169?ie=UTF8&pageNumber=169&reviewerType=all_reviews
1586614260-19208,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Abhishek Bhardwaj,Good,Reviewed in India on 22 August 2019,Theek hai,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_135?ie=UTF8&filterByStar=four_star&pageNumber=135&reviewerType=all_reviews
1586616011-23561,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,shivanand patil,Thanks,Reviewed in India on 30 November 2019,Thanks,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_383?ie=UTF8&filterByStar=five_star&pageNumber=383&reviewerType=all_reviews
1586596212-3139,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Nithin trogen,Monster mobile,Reviewed in India on 20 January 2020,Best phone ever display is good battery backup good awesome mobile,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_203?ie=UTF8&pageNumber=203&reviewerType=all_reviews
1586607527-8036,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Swapnil Agrawal,Satisfactory purchase,Reviewed in India on 14 November 2019,"Overall it's great phone at this price but from the date of purchase, I am facing some problems like

1. Call is automatically cut. E.g. during the talk; when other person is just going to pick the call; even when Ring is going on, call is cut.

2. Bluetooth problem.",4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&filterByStar=four_star&pageNumber=30&reviewerType=all_reviews
1586622911-28042,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Shivam seth,Tremendous,Reviewed in India on 30 October 2019,Tremendous,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_168?ie=UTF8&pageNumber=168&reviewerType=all_reviews
1586596115-2773,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Shreyas Shetty,"If you are looking for a high end phone, go for this one!!",Reviewed in India on 21 August 2019,"One of my best buys so far. I have had nothing to complain about the phone yet, have used it for more than 2 months now. It has good camera quality, images are clearer than other phones' sturdy, awesome battery life, good looks, and really fast!",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_167?ie=UTF8&pageNumber=167&reviewerType=all_reviews
1586616030-23639,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Ali kasim,Best phone ever,Reviewed in India on 19 July 2019,Best phone ever satisfy 💯% with rate camera battery diaplay ...,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_391?ie=UTF8&filterByStar=five_star&pageNumber=391&reviewerType=all_reviews
