web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
1586607683-8651,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Neerav Motiwala,Good one,Reviewed in India on 4 March 2020,Battery don't last tat long as it was expected... Though warp charging is good👍,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_91?ie=UTF8&filterByStar=four_star&pageNumber=91&reviewerType=all_reviews
1586623140-28437,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,MD SADIK HUSSAIN,Excellent,Reviewed in India on 3 January 2020,Excellent,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_208?ie=UTF8&pageNumber=208&reviewerType=all_reviews
1586624058-30071,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=?ie=UTF8&reviewerType=all_reviews&filterByStar=one_star,Jhansi,One plus 7 mobile is waste... Then every thing,Reviewed in India on 23 October 2019,"Waste mobile when  I opened the product the mobile was defaut with some software correput...... Not once before I ordered same mobile one plus7 also at the time the mobile is getting switch off automatically, I can't understand whats the wrong with this...... Amazon's or oneplus... Who's wrong...... I will take to this to consumer case I won't leave u people.......",1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=one_star&pageNumber=9&reviewerType=all_reviews
1586596286-3450,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Best mobile in Android world,Reviewed in India on 17 June 2019,Great mobile in Android world.. I love OnePlus device.. before I am using OnePlus 3 and 6.. but I got 100% setisfaction with OnePlus 7 pro..  best camera quality with zooming...,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_234?ie=UTF8&pageNumber=234&reviewerType=all_reviews
1586605660-7499,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical,Arjun Awasthi,Brought and sold waste of money,Reviewed in India on 21 June 2019,Brought it after selling my iPhone used it for few weeks felt like cheap quality product sold it and brought iPhone again wasted money in the process,1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_139?ie=UTF8&filterByStar=critical&pageNumber=139&reviewerType=all_reviews
1586608588-10305,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Usama Zain,Flagship at its best rates !,Reviewed in India on 31 December 2019,"Its my 1st Oneplus device and it met my expectations. Really a cool, fast and reliable product. Battery last for 1+ days with heavy gaming (PUBG) and browsing. Camera is just awesome in every aspect. Just go for this device and you will be permanent 1+ customer guaranteed. Reviewed after 2 mnths of usage.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&filterByStar=five_star&pageNumber=55&reviewerType=all_reviews
1586624326-31328,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=?ie=UTF8&reviewerType=all_reviews&filterByStar=one_star,Prabhakar kumar,I want to return the product,Reviewed in India on 4 October 2019,I want to return the product.,1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=cm_cr_arp_d_paging_btm_67?ie=UTF8&filterByStar=one_star&pageNumber=67&reviewerType=all_reviews
1586622903-28012,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Riyaz Ali,Title for the phone is apt - Never Settle 👌,Reviewed in India on 13 September 2019,"Great phone,god speed. This phone has everything powered in it. Amazing camera",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_165?ie=UTF8&pageNumber=165&reviewerType=all_reviews
1586616089-23885,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Nikita Sahoo,Worthy ...,Reviewed in India on 24 August 2019,Best one....,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_416?ie=UTF8&filterByStar=five_star&pageNumber=416&reviewerType=all_reviews
1586608434-9869,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,satyam,Mobile of the year,Reviewed in India on 17 October 2019,"I m canfused between rog 2 and op7t.,bt I choose op7t bcoz I want a classy phone..,rog 2 is so much big and 240gram yes rog 2 hv some extra features like air trigger,big battery great audio speaker 120hz refresh rate and some more additional features bt I want camera centric mobile and when I see it's camera I m speechless.
So my review about this phone is .
1. display= 5/5 best in class,90hz very smooth
2. Camera= 5/5 brilliant..,micro mode and wide angle potrate mode is awesome and super steady mode in video is fantastic
3.battery= 4.5/5 battery is good bt charging speed is like a rocket..,half an hour ur battery 70% charged
4. sound = 5/5 outstanding., crystal clear and loud too
5. processer= 855+ and oxygen os great.,no heating issue while u playing any game
>one of the fastest Finger print and face unlock features
Conclusion:- don't think. Go and buy, it is flagship phone in half price of flagship deviceses.
I m very happy to choose this mobile.
Great job one plus",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews
1586595880-1953,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Internet is super slow in this phone,Reviewed in India on 6 November 2019,Overall average product for the price i paid. The disaster is internet speed is superrrrrrrr slow in this.  i was using oneplus3 previously and switched to this model now and now I can't use internet at all. Beware before buying this product.,1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_85?ie=UTF8&pageNumber=85&reviewerType=all_reviews
1586614396-19564,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Stephin,Average,Reviewed in India on 16 September 2019,Fingerprint is awesome.... Camera need to be improved....zoomed photos are nt wort so good.... average in battery life...waiting for update,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_170?ie=UTF8&filterByStar=four_star&pageNumber=170&reviewerType=all_reviews
1586615855-23035,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,MAHESH,Awesome speed,Reviewed in India on 15 November 2019,"More than expected...
Best for who are on the go..
Go for it...",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_331?ie=UTF8&filterByStar=five_star&pageNumber=331&reviewerType=all_reviews
1586595710-1393,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Viraj,Amazing! My first OnePlus device,Reviewed in India on 27 May 2019,OnePlus 7 pro just feels so premium it just beautiful. The display is crispy 🤗 overall very impressed. The battery could've been better they're already working on optimization! Good job OnePlus. Also great service by Amazon. Dispatched the product at night and delivered on the day it was meant to.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews
1586610965-15754,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews,Ramesh yadav,Battery backup is not good 👎👎👎,Reviewed in India on 6 October 2019,Battery backup is not good👎👎👎👎 battery over drawing very very varest mobile,1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&filterByStar=one_star&pageNumber=45&reviewerType=all_reviews
1586605529-7002,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical,Amazon Customer,Except Camera excellent,Reviewed in India on 29 July 2019,Camera if I'm changing selfie camera 1 to next camera struck and showdown the camera,3.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_90?ie=UTF8&filterByStar=critical&pageNumber=90&reviewerType=all_reviews
1586605690-7597,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical,Vishal,Replacement,Reviewed in India on 7 January 2020,"My phone lags a lot and it's just been 1 month , and I want to replace it .....",1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_149?ie=UTF8&filterByStar=critical&pageNumber=149&reviewerType=all_reviews
1586616197-24368,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,bharat pawar,OMG.....!!!,Reviewed in India on 31 May 2019,Best Mobile in market.....true flagship at 53 k,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_464?ie=UTF8&filterByStar=five_star&pageNumber=464&reviewerType=all_reviews
1586625370-31766,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=?ie=UTF8&reviewerType=all_reviews&filterByStar=two_star,Yaswanth kalisetty,"Avg camera, over heating",Reviewed in India on 26 July 2019,"Mobile gets heat if we use for 15 min, camera doesn't done well",2.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=two_star&pageNumber=15&reviewerType=all_reviews
1586616205-24401,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,kushan,Great Product,Reviewed in India on 11 January 2020,"Great Performance, Everything as per expectation",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_467?ie=UTF8&filterByStar=five_star&pageNumber=467&reviewerType=all_reviews
1586609171-12542,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Manjusha,Good experience with OnePlus,Reviewed in India on 11 January 2020,All okay i think finger print is Little bit slow a part that Phone is really awesome,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_278?ie=UTF8&filterByStar=five_star&pageNumber=278&reviewerType=all_reviews
1586624244-30891,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=?ie=UTF8&reviewerType=all_reviews&filterByStar=one_star,Siddhartha S.,Patch on screen,Reviewed in India on 15 December 2019,Patch on screen,1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=cm_cr_arp_d_paging_btm_50?ie=UTF8&filterByStar=one_star&pageNumber=50&reviewerType=all_reviews
1586596546-4440,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Nadella Rangaswamy,Super and sturdy!,Reviewed in India on 23 August 2019,Excellent phone. It works wonderfully. I face some problem in opening MS excel sheet sometimes. Otherwise every thing is fine.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_333?ie=UTF8&pageNumber=333&reviewerType=all_reviews
1586614249-19182,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Siddu gadde,Budget,Reviewed in India on 22 August 2019,Awesome phone,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_132?ie=UTF8&filterByStar=four_star&pageNumber=132&reviewerType=all_reviews
1586607690-8672,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Jitender Dangi,Bugs,Reviewed in India on 7 November 2019,Lot of bugs,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_94?ie=UTF8&filterByStar=four_star&pageNumber=94&reviewerType=all_reviews
1586595725-1456,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sandeep,"Very good mobile, take precautions of the glass make",Reviewed in India on 3 June 2019,"very good mobile , must buy who have 50k budget for a phone, no problems faced on this phone. cons no 35 mm jack , camera software need a real upgrade. caution : buy solid back and front cases along because my mobile back broke from one feet fall in a week.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews
1586595642-1131,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,SENTHIL KUMARAN,Wow. Excellent Mobile,Reviewed in India on 19 May 2019,"*SUPER ATTRACTIVE DISION
*BOTH CAMERAS ARE SUPER
*BATTERY LIFE IS GOOD
*DELIVERY IS TOO LATE
*BUT 1+  GIVE NO AUDIO JACK . THIS IS VERY DISAPPOINTED FOR ME
*AUDIO QUALITY IS SUPER",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
1586607614-8363,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Mayank Nahar,7T!!!,Reviewed in India on 2 March 2020,Awesome phone... Nice camera.. Battery life is not good.. Bt wrap charging makes life easy as phn charge in 15mins...,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_63?ie=UTF8&filterByStar=four_star&pageNumber=63&reviewerType=all_reviews
1586624141-30422,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=?ie=UTF8&reviewerType=all_reviews&filterByStar=one_star,s,Bill not provided,Reviewed in India on 1 October 2019,"There was no bill provided inside the package..
Started hanging within 2 days after purchase",1.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-608/product-reviews/B07HGBMJT6/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=one_star&pageNumber=26&reviewerType=all_reviews
1586608803-11119,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,M30s User,Great Phone,Reviewed in India on 17 October 2019,"Pros: Brilliant display, great software, fast performance, build quality, good camera, fast charging, super-fast in-screen fingerprint sensor

Cons: Camera module design, less battery",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_136?ie=UTF8&filterByStar=five_star&pageNumber=136&reviewerType=all_reviews
1586605532-7021,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical,Harsha Mudunuri,Display quality is too bad it's lacking,Reviewed in India on 22 June 2019,Display quality is too bad it's lacking,2.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_91?ie=UTF8&filterByStar=critical&pageNumber=91&reviewerType=all_reviews
1586607867-9303,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Chinmay,VFM,Reviewed in India on 29 December 2019,Camera is good 👍,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_157?ie=UTF8&filterByStar=four_star&pageNumber=157&reviewerType=all_reviews
1586596731-5119,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Raja,One plus is oneplus,Reviewed in India on 5 March 2020,This Phone must be a Flagship device. The main issue in this thing is you cannot stop using this phone,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_401?ie=UTF8&pageNumber=401&reviewerType=all_reviews
1586596001-2318,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kishan,Worth the buy,Reviewed in India on 16 September 2019,"Upgraded from OnePlus 6 and found the phone worth the money. Payed 53000 for it. Got a case and charger with it. 2 months into using this phone and still works great, no problems yet.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_121?ie=UTF8&pageNumber=121&reviewerType=all_reviews
1586614360-19466,https://www.amazon.in/product-reviews/B07HGLBZ5R/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Harish,Very nice product,Reviewed in India on 5 October 2019,Very nice,4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-604/product-reviews/B07HGLBZ5R/ref=cm_cr_arp_d_paging_btm_161?ie=UTF8&filterByStar=four_star&pageNumber=161&reviewerType=all_reviews
1586605648-7458,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical,Pawan Khurana,Didn't meet expectations,Reviewed in India on 19 July 2019,Na,3.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_135?ie=UTF8&filterByStar=critical&pageNumber=135&reviewerType=all_reviews
1586609415-13467,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Amazon Customer,High speed,Reviewed in India on 2 March 2020,There is no oneplus video player and no music player.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_371?ie=UTF8&filterByStar=five_star&pageNumber=371&reviewerType=all_reviews
1586596124-2819,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Manendra,Box come with box tampered seal,Reviewed in India on 22 December 2019,Bought 128GB. Phone is working fine. Come across box tampered seal on the delivery package. Want to know if anything know about this. Because in the instructions it was mentioned that kindly check  box tampered label. Should I replace the phone or not.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-606/product-reviews/B07HGJK535/ref=cm_cr_arp_d_paging_btm_171?ie=UTF8&pageNumber=171&reviewerType=all_reviews
1586624291-31133,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_show_all?ie=UTF8&reviewerType=all_reviews,Aditya,Value for money,Reviewed in India on 26 August 2019,Awesome phone in this price range ..... Must buy it if you want to feel the power of Android with OnePlus ... Super 🤳,5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-611/product-reviews/B07HGMLBW1/ref=cm_cr_arp_d_paging_btm_417?ie=UTF8&pageNumber=417&reviewerType=all_reviews
1586608891-11468,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews,Chetan,Worthy upgrade from OnePlus 3,Reviewed in India on 16 October 2019,"Fast performance
Excellent screen
Quality speakers
Great camera",5.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_171?ie=UTF8&filterByStar=five_star&pageNumber=171&reviewerType=all_reviews
1586607496-7917,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews,Raj Gaurab Roy,Flagship redefined,Reviewed in India on 15 November 2019,"Excellent display, snappy fingerprint scanner
Fluid SD855+ performance
Warp charge is ridiculously fast
Oxygen OS remains the biggest highlight as always.
Rear design controversial, but full marks for the innovation
Price puts it ahead of the rest in the business, and could well backfire OnePlus themselves, coz honestly it's a way better deal than the 7 pro or the 7t pro, which is seriously overpriced for my liking....",4.0 out of 5 stars,Next page→,https://www.amazon.in/Test-Exclusive-747/product-reviews/B07DJCVTDN/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=four_star&pageNumber=18&reviewerType=all_reviews
